NATUR'L OLEO             ;930 ML/L ÓLEO VEGETA;10534;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;18,72
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PB        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PI        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SC        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SE        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;AL        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;AL        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;BA        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;BA        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;ES        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;ES        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MG        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PA        ;NORTE          ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PE        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;CE        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;DF        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MG        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PI        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SC        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;CE        ;NORDESTE       ;2025;12;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;AL        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;CE        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PA        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PB        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PI        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;AGRICULTURA FAMILIAR;11495;SE        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERADOR DE COLHEITADEIRA;NÃO INFORMADO       ;9254;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
OPERA ULTRA              ;EC 130 G/L + 80 G/L ;10325;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;120,0
OPERA ULTRA              ;EC 130 G/L + 80 G/L ;10325;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;156,0
OPERA ULTRA              ;EC 130 G/L + 80 G/L ;10325;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;147,0
OPERA ULTRA              ;EC 130 G/L + 80 G/L ;10325;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;184,68
OPERA ULTRA              ;EC 130 G/L + 80 G/L ;10325;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;135,0
OPERA ULTRA              ;EC 130 G/L + 80 G/L ;10325;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;159,0
OPERA ULTRA              ;EC 130 G/L + 80 G/L ;10325;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;147,0
OPERA ULTRA              ;EC 130 G/L + 80 G/L ;10325;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;153,57
OPPA                     ;BR CE 800 G/L ÓLEO M;4171;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;18,0
OPPA                     ;BR CE 800 G/L ÓLEO M;4171;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;25,5
ORGANOMINERAL            ;GRANULADO           ;12670;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;3,14
ORKESTRA                 ;BASF S.A.           ;11390;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;290,0
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;390,0
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;405,0
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;360,0
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;315,43
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;438,99
ORKESTRA                 ;NÃO INFORMADO       ;11389;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;446,69
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;357,6
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;349,0
ORKESTRA                 ;BASF S.A.           ;11390;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;280,0
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;390,0
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;MA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;384,0
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;238,56
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;308,36
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;473,1
ORKESTRA                 ;NÃO INFORMADO       ;11389;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;448,77
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;365,0
ORKESTRA                 ;BASF S.A.           ;11390;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;275,0
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;440,0
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;275,0
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;348,89
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;464,01
ORKESTRA                 ;NÃO INFORMADO       ;11389;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;325,8
ORKESTRA                 ;SC 167 + 333 G/L FLU;12071;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;425,12
ORTHENE                  ;750 BR 750 G/KG ACEF;4148;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;57,94
ORTHENE                  ;750 BR 750 G/KG ACEF;4148;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;59,0
ORTHENE                  ;750 BR 750 G/KG ACEF;4148;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;50,0
ORTHOCIDE 500            ;500 G/KG CAPTANA DIC;9056;PB        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;92,5
ORTHOCIDE 500            ;500 G/KG CAPTANA DIC;9056;PB        ;NORDESTE       ;2026;4;PREÇO PAGO PELO PRODUTOR                                    ;92,5
ORTUS                    ;50 G/L FENPIROXIMATO;10785;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;105,0
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AC        ;NORTE          ;2025;6;ATACADO                                                     ;0,81
OVOS DE GALINHA          ;BRANCO (A)          ;4269;AL        ;NORDESTE       ;2025;6;ATACADO                                                     ;0,66
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AL        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,43
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,56
OVOS DE GALINHA          ;TIPO A BRANCO       ;11245;AM        ;NORTE          ;2025;6;ATACADO                                                     ;0,68
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AP        ;NORTE          ;2025;6;ATACADO                                                     ;0,8
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;BA        ;NORDESTE       ;2025;6;ATACADO                                                     ;0,66
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;CE        ;NORDESTE       ;2025;6;ATACADO                                                     ;0,62
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;DF        ;CENTRO-OESTE   ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,5
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;DF        ;CENTRO-OESTE   ;2025;6;ATACADO                                                     ;0,66
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;ES        ;SUDESTE        ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,47
OVOS DE GALINHA          ;VERMELHO EXTRA      ;4265;ES        ;SUDESTE        ;2025;6;ATACADO                                                     ;0,56
OVOS DE GALINHA          ;BRANCO EXTRA        ;4264;ES        ;SUDESTE        ;2025;6;ATACADO                                                     ;0,48
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;GO        ;CENTRO-OESTE   ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,49
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;GO        ;CENTRO-OESTE   ;2025;6;ATACADO                                                     ;0,59
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MG        ;SUDESTE        ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,51
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MT        ;CENTRO-OESTE   ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,47
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MT        ;CENTRO-OESTE   ;2025;6;ATACADO                                                     ;0,6
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PA        ;NORTE          ;2025;6;ATACADO                                                     ;0,72
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PA        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,5
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PB        ;NORDESTE       ;2025;6;ATACADO                                                     ;0,55
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PE        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,39
OVOS DE GALINHA          ;BRANCO (A)          ;4269;PE        ;NORDESTE       ;2025;6;ATACADO                                                     ;0,55
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PI        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,5
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PI        ;NORDESTE       ;2025;6;ATACADO                                                     ;0,77
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PR        ;SUL            ;2025;6;ATACADO                                                     ;0,66
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PR        ;SUL            ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,47
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RJ        ;SUDESTE        ;2025;6;ATACADO                                                     ;0,52
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RN        ;NORDESTE       ;2025;6;ATACADO                                                     ;0,58
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RO        ;NORTE          ;2025;6;ATACADO                                                     ;0,83
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RO        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,56
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RS        ;SUL            ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,65
OVOS DE GALINHA          ;VERMELHO TIPO GRANDE;11156;RS        ;SUL            ;2025;6;ATACADO                                                     ;1,04
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;SC        ;SUL            ;2025;6;ATACADO                                                     ;0,68
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;SP        ;SUDESTE        ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,46
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;SP        ;SUDESTE        ;2025;6;ATACADO                                                     ;0,67
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;TO        ;NORTE          ;2025;6;ATACADO                                                     ;0,65
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AC        ;NORTE          ;2025;7;ATACADO                                                     ;0,79
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AL        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,44
OVOS DE GALINHA          ;BRANCO (A)          ;4269;AL        ;NORDESTE       ;2025;7;ATACADO                                                     ;0,59
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,54
OVOS DE GALINHA          ;TIPO A BRANCO       ;11245;AM        ;NORTE          ;2025;7;ATACADO                                                     ;0,66
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;AP        ;NORTE          ;2025;7;ATACADO                                                     ;0,73
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;BA        ;NORDESTE       ;2025;7;ATACADO                                                     ;0,6
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;CE        ;NORDESTE       ;2025;7;ATACADO                                                     ;0,6
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;DF        ;CENTRO-OESTE   ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,45
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;DF        ;CENTRO-OESTE   ;2025;7;ATACADO                                                     ;0,78
OVOS DE GALINHA          ;VERMELHO EXTRA      ;4265;ES        ;SUDESTE        ;2025;7;ATACADO                                                     ;0,51
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;ES        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,45
OVOS DE GALINHA          ;BRANCO EXTRA        ;4264;ES        ;SUDESTE        ;2025;7;ATACADO                                                     ;0,46
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;GO        ;CENTRO-OESTE   ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,43
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MG        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,44
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MT        ;CENTRO-OESTE   ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,43
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MT        ;CENTRO-OESTE   ;2025;7;ATACADO                                                     ;0,6
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PA        ;NORTE          ;2025;7;ATACADO                                                     ;0,72
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PA        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,49
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PB        ;NORDESTE       ;2025;7;ATACADO                                                     ;0,52
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PE        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,38
OVOS DE GALINHA          ;BRANCO (A)          ;4269;PE        ;NORDESTE       ;2025;7;ATACADO                                                     ;0,55
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PI        ;NORDESTE       ;2025;7;ATACADO                                                     ;0,79
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PI        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,5
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PR        ;SUL            ;2025;7;ATACADO                                                     ;0,64
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PR        ;SUL            ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,44
