SEMENTE DE TRITICALE     ;NÃO INFORMADO       ;5322;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,47
TANGERINA                ;NÃO INFORMADO       ;4666;MS        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
TANGERINA                ;MONTENEGRINA        ;5983;RS        ;SUL            ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,86
TANGERINA                ;NÃO INFORMADO       ;4666;SE        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,5
TANGERINA                ;NÃO INFORMADO       ;4666;DF        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,12
TANGERINA                ;NÃO INFORMADO       ;4666;ES        ;SUDESTE        ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,81
TANGERINA                ;MONTENEGRINA        ;5983;RS        ;SUL            ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,94
TANGERINA                ;NÃO INFORMADO       ;4666;SE        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,3
TANGERINA                ;NÃO INFORMADO       ;4666;DF        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,69
TANGERINA                ;NÃO INFORMADO       ;4666;ES        ;SUDESTE        ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,84
TANGERINA                ;MONTENEGRINA        ;5983;RS        ;SUL            ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,22
TANGERINA                ;NÃO INFORMADO       ;4666;DF        ;CENTRO-OESTE   ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,09
TANGERINA                ;NÃO INFORMADO       ;4666;ES        ;SUDESTE        ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,8
TANGERINA                ;NÃO INFORMADO       ;4666;DF        ;CENTRO-OESTE   ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,81
TANGERINA                ;NÃO INFORMADO       ;4666;ES        ;SUDESTE        ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,85
TANGERINA                ;NÃO INFORMADO       ;4666;DF        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,71
TANGERINA                ;NÃO INFORMADO       ;4666;ES        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,92
TANGERINA                ;NÃO INFORMADO       ;4666;MS        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,08
TANGERINA                ;NÃO INFORMADO       ;4666;DF        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,82
TANGERINA                ;NÃO INFORMADO       ;4666;ES        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,05
TANGERINA                ;NÃO INFORMADO       ;4666;DF        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,59
TANGERINA                ;NÃO INFORMADO       ;4666;ES        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,86
TANGERINA                ;NÃO INFORMADO       ;4666;MG        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,9
TANGERINA                ;PONKAN              ;6737;PR        ;SUL            ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,97
TANGERINA                ;NÃO INFORMADO       ;4666;SE        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,89
TANGERINA                ;NÃO INFORMADO       ;4666;DF        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,63
TANGERINA                ;NÃO INFORMADO       ;4666;ES        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,0
TANGERINA                ;NÃO INFORMADO       ;4666;MG        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,57
TANGERINA                ;PONKAN              ;6737;PR        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,3
TANGERINA                ;NÃO INFORMADO       ;4666;SE        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,29
TANQUE                   ;10.000 LITROS DE FIB;14364;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;9783,5
TANQUE 15000 LITROS      ;NÃO INFORMADO       ;13403;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;223000,0
TANQUE 15000 LITROS      ;NÃO INFORMADO       ;13403;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;220000,0
TANQUE 15000 LITROS      ;NÃO INFORMADO       ;13403;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;220000,0
TANQUE 3000 LITROS       ;POLIETILENO + BASE D;14300;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;3026,19
TANQUE DE COMBUSTIVEL    ;15000 LITROS        ;10157;PI        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;26000,0
TANQUE DE COMBUSTIVEL    ;5.000 LITROS        ;10981;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;11000,0
TANQUE DE COMBUSTIVEL    ;15000 LITROS        ;10157;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;20855,0
TANQUE DE COMBUSTIVEL    ;4.000 LITROS COM BOM;13673;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;7849,62
TANQUE DE COMBUSTIVEL    ;10.000 LITROS       ;14043;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;40000,0
TANQUE DE COMBUSTIVEL    ;15000 LITROS        ;10157;PI        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;26000,0
TANQUE DE COMBUSTIVEL    ;5.000 LITROS        ;10981;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;11000,0
TANQUE DE COMBUSTIVEL    ;15000 LITROS        ;10157;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;22500,0
TANQUE DE COMBUSTIVEL    ;4.000 LITROS COM BOM;13673;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;8139,37
TANQUE DE COMBUSTIVEL    ;10.000 LITROS       ;14043;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;40000,0
TANQUE DE COMBUSTIVEL    ;10.000 LITROS       ;14043;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;40000,0
TANQUE DE COMBUSTIVEL    ;20.000 LITROS       ;12795;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;40000,0
TANQUE DE COMBUSTIVEL    ;15000 LITROS        ;10157;PI        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;26000,0
TANQUE DE COMBUSTIVEL    ;5.000 LITROS        ;10981;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;11000,0
TANQUE DE COMBUSTIVEL    ;10.000 LITROS       ;14043;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;40000,0
TANQUE DE COMBUSTIVEL    ;15000 LITROS        ;10157;RS        ;SUL            ;2026;4;PREÇO PAGO PELO PRODUTOR                                    ;22430,0
TANQUE PARA GERMINACAO   ;ARROZ               ;15037;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
TANQUE PARA GERMINACAO   ;ARROZ               ;15037;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TAQUARA                  ;NÃO INFORMADO       ;15393;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;1,5
TARIFA DE AMORTIZACAO DO ;NÃO INFORMADO       ;15480;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TARIFA DE MANUTENCAO DA E;FIXA                ;15482;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TARIFA DE MANUTENCAO DA E;VARIÁVEL            ;15483;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;0,0
TEBUCO 430 SC NORTOX     ;SC 430 G/L TRIAZOL N;13418;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;40,0
TEBUCO 430 SC NORTOX     ;SC 430 G/L TRIAZOL N;13418;MG        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;40,0
TEBUCONAZOLE NORTOX      ;EC 200 G/L TEBUCONAZ;10700;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;134,25
TECIDO SINTETICO         ;NAPA                ;14943;AC        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TELHADO                  ;PARA COLMEIA, RECICL;13042;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;50,0
TENAZ                    ;SC 250 G/L FLUTRIAFO;12073;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;92,0
TENAZ                    ;SC 250 G/L FLUTRIAFO;12073;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;89,0
TENIS                    ;PARA SUBIR NO AÇAIZE;14096;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERMINAL DE ABASTECIMENTO;NÃO INFORMADO       ;10155;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;135300,0
TERMINAL DE ABASTECIMENTO;AVIAÇÃO             ;10159;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;139300,0
TERMINAL DE ABASTECIMENTO;NÃO INFORMADO       ;10155;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERMINAL DE ABASTECIMENTO;2 TANQUES - 25.000 L;12829;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;33500,0
TERMINAL DE ABASTECIMENTO;2 TANQUES - 30.000 L;13603;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;37220,0
TERMINAL DE ABASTECIMENTO;NÃO INFORMADO       ;10155;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERMINAL DE ABASTECIMENTO;NÃO INFORMADO       ;10155;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERMINAL DE ABASTECIMENTO;AVIAÇÃO             ;10159;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;140000,0
TERMINAL DE ABASTECIMENTO;NÃO INFORMADO       ;10155;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;140000,0
TERMINAL DE ABASTECIMENTO;NÃO INFORMADO       ;10155;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERMINAL DE ABASTECIMENTO;2 TANQUES - 30.000 L;13603;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;37220,0
TERMINAL DE ABASTECIMENTO;2 TANQUES - 25.000 L;12829;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;33500,0
TERMINAL DE ABASTECIMENTO;NÃO INFORMADO       ;10155;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERMINAL DE ABASTECIMENTO;NÃO INFORMADO       ;10155;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERMINAL DE ABASTECIMENTO;AVIAÇÃO             ;10159;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;140000,0
TERMINAL DE ABASTECIMENTO;NÃO INFORMADO       ;10155;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;140000,0
TERMINAL DE ABASTECIMENTO;TANQUE 10MIL L, BOMB;13780;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERMINAL DE ABASTECIMENTO;2 TANQUES - 25.000 L;12829;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;36585,0
TERMINAL DE ABASTECIMENTO;NÃO INFORMADO       ;10155;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA FORT               ;FIPRONIL            ;14854;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;245,0
TERRA NUA                ;NÃO INFORMADO       ;8981;AC        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;EXTRATIVISMO        ;12422;AC        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;CE        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;DF        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;ARROZ               ;12351;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;EXTRATIVISMO        ;12422;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PB        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PI        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;EXTRATIVISMO        ;12422;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;SC        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;SE        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;AL        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;BA        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;ES        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;MG        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PA        ;NORTE          ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PE        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;RS        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PR        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;CAFÉ IRRIGADO       ;12477;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;CE        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;DF        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;MA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;ARROZ               ;12351;MA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;MG        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PI        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;CAFÉ IRRIGADO       ;12477;RO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;SC        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;CE        ;NORDESTE       ;2025;12;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;AL        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;AM        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;CE        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;ES        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;ARROZ               ;12351;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PA        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PB        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PI        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;SE        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TERRA NUA                ;NÃO INFORMADO       ;8981;PB        ;NORDESTE       ;2026;4;PREÇO PAGO PELO PRODUTOR                                    ;
TERREIRO DE CIMENTO/AREIA;NÃO INFORMADO       ;10336;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TERREIRO DE CONCRETO     ;COM ESTUFA          ;12801;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TERREIRO DE CONCRETO     ;NÃO INFORMADO       ;8556;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TERREIRO DE CONCRETO     ;NÃO INFORMADO       ;8556;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TERREIRO DE CONCRETO     ;NÃO INFORMADO       ;8556;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TIGELA                   ;DE ZINCO PARA SERING;11616;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;15,0
TIGELA                   ;900G                ;12621;ES        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;3,5
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;69,0
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;93,4
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;75,0
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;390,24
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;37,0
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;220,0
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;67,0
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;MA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;71,0
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;42,0
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;380,13
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;38,2
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;65,0
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;75,0
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;387,24
TIGER 100 EC             ;EC 100 G/L + 800 G/L;10323;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;37,4
